Distanța (km),Nivel trafic,Ora livrării,Ziua săptămânii,Tip vehicul,Grad de încărcare,Durata estimată (min)
47.75,3.0,13.34,Duminică,Bicicletă,0.11,302
8.0,4.0,9.58,Marți,Bicicletă,0.47,73
24.13,3.0,12.37,Sâmbătă,Bicicletă,0.93,177
30.29,4.0,9.89,Miercuri,Scuter,0.45,127
29.3,3.0,10.06,Miercuri,Bicicletă,0.18,188
20.37,2.0,9.81,Joi,Dubiță,0.37,38
17.24,3.0,14.34,Joi,Dubiță,0.55,31
6.78,1.0,18.97,Sâmbătă,Dubiță,0.27,12
19.89,1.0,15.53,Miercuri,Scuter,0.52,41
8.55,3.0,20.4,Sâmbătă,Camion,0.85,15
36.85,5.0,16.55,Miercuri,Dubiță,0.89,174
10.84,4.0,17.34,Luni,Scuter,0.14,47
3.4,1.0,17.01,Marți,Camion,0.24,6
27.84,,13.74,Joi,Scuter,0.35,119
29.96,4.0,17.34,Luni,Scuter,0.64,134
43.66,4.0,8.05,Duminică,Camion,0.42,154
29.06,4.0,19.9,Marți,Bicicletă,0.86,267
17.6,3.0,18.67,Joi,Bicicletă,0.75,126
40.25,2.0,10.68,Duminică,Dubiță,0.19,67
27.24,3.0,18.52,Sâmbătă,Camion,0.66,65
4.42,3.0,7.19,Duminică,Dubiță,0.2,9
28.51,3.0,10.26,Luni,Scuter,0.33,84
45.45,3.0,7.98,Vineri,Bicicletă,0.26,284
20.12,5.0,18.7,Duminică,Dubiță,0.26,84
15.17,5.0,18.34,Vineri,Dubiță,0.65,61
7.6,5.0,19.2,Joi,Bicicletă,0.61,105
8.0,4.0,7.07,Luni,Scuter,0.26,29
21.92,5.0,14.52,Duminică,Dubiță,0.99,98
29.99,1.0,17.57,Marți,Dubiță,0.48,38
4.49,2.0,9.33,Duminică,Camion,0.19,19
47.01,3.0,16.75,Marți,Camion,0.21,100
37.88,4.0,8.26,Luni,Bicicletă,0.63,343
29.54,3.0,9.72,Vineri,Bicicletă,0.98,208
41.51,4.0,14.14,Luni,Scuter,0.61,185
4.47,2.0,16.8,Vineri,Scuter,0.95,16
24.1,2.0,9.19,Vineri,Dubiță,0.5,45
31.69,4.0,9.78,Sâmbătă,Camion,0.49,101
41.52,2.0,10.07,Sâmbătă,Scuter,0.55,104
150.0,3.0,10.58,Marți,Dubiță,0.73,93
14.21,2.0,10.4,Joi,Dubiță,0.43,27
47.07,3.0,12.93,Miercuri,Bicicletă,0.88,331
6.66,4.0,16.81,Luni,Camion,0.13,23
43.82,3.0,13.57,Vineri,Dubiță,0.5,94
48.56,3.0,18.64,Luni,Bicicletă,0.56,320
9.27,1.0,17.79,Joi,Dubiță,0.65,14
36.24,4.0,8.9,Joi,Camion,0.35,119
2.49,3.0,7.73,Miercuri,Dubiță,0.48,7
20.57,4.0,20.17,Duminică,Dubiță,0.54,63
26.06,4.0,8.2,Miercuri,Scuter,0.72,115
29.24,2.0,9.23,Vineri,Scuter,0.8,89
46.83,5.0,7.33,Sâmbătă,Bicicletă,0.76,646
33.78,4.0,16.43,Duminică,Dubiță,0.41,97
24.32,3.0,15.74,Miercuri,Bicicletă,1.0,169
40.58,2.0,21.8,Sâmbătă,Camion,0.86,85
47.55,5.0,20.3,Duminică,Bicicletă,0.33,611
1.59,4.0,13.16,Sâmbătă,Dubiță,0.28,8
49.13,2.0,12.57,Vineri,Scuter,0.38,135
4.76,3.0,11.45,Marți,Scuter,0.51,18
40.81,4.0,9.29,Sâmbătă,Bicicletă,0.87,385
14.38,4.0,9.07,Vineri,Scuter,0.8,64
7.04,4.0,8.98,Miercuri,Dubiță,0.87,19
22.27,3.0,8.71,Luni,Dubiță,0.34,52
32.38,4.0,10.61,Miercuri,Camion,0.63,114
19.36,3.0,11.6,Joi,Scuter,0.35,57
3.2,2.0,21.42,Miercuri,Scuter,0.2,12
30.17,4.0,15.68,Marți,Camion,0.72,107
45.17,5.0,21.81,Vineri,Bicicletă,0.23,561
19.47,3.0,12.59,Sâmbătă,Camion,0.7,53
11.21,3.0,13.86,Joi,Scuter,0.68,33
22.41,4.0,11.87,Vineri,Bicicletă,0.83,197
2.89,3.0,9.74,Vineri,Dubiță,0.23,5
41.11,4.0,9.15,Sâmbătă,Dubiță,0.81,129
41.4,4.0,21.18,Duminică,Camion,1.0,148
29.61,1.0,21.8,Miercuri,Dubiță,0.87,61
17.98,,7.67,Luni,Scuter,0.78,127
40.09,4.0,9.26,Duminică,Camion,0.7,138
27.96,5.0,13.35,Joi,Scuter,0.48,186
41.38,4.0,9.8,Sâmbătă,Scuter,0.76,188
31.76,5.0,12.46,Marți,Bicicletă,0.75,443
39.33,2.0,8.94,Marți,Bicicletă,0.67,216
30.13,,13.85,Luni,Bicicletă,0.82,212
21.0,5.0,11.08,Luni,Dubiță,0.5,89
47.92,2.0,12.28,Miercuri,Bicicletă,0.21,232
27.29,1.0,8.41,Marți,Scuter,0.6,59
30.45,4.0,13.42,Joi,Camion,0.34,99
11.41,,21.75,Sâmbătă,Camion,0.45,35
31.47,2.0,11.93,Luni,Scuter,0.12,79
28.79,5.0,20.15,Luni,Dubiță,0.44,124
9.65,4.0,19.65,Luni,Camion,0.83,36
3.45,3.0,21.28,Sâmbătă,Scuter,0.59,7
30.42,4.0,18.85,Joi,Scuter,0.11,125
38.3,3.0,16.89,Marți,Scuter,0.52,124
26.41,2.0,19.85,Duminică,Camion,0.36,43
11.73,2.0,8.13,Joi,Camion,0.53,23
33.49,3.0,13.94,Sâmbătă,Bicicletă,0.46,227
4.47,3.0,21.84,Joi,Bicicletă,0.94,25
22.37,4.0,18.54,Miercuri,Scuter,0.14,93
8.59,4.0,21.43,Duminică,Scuter,0.72,43
9.63,3.0,18.69,Sâmbătă,Scuter,0.87,45
10.51,4.0,20.12,Duminică,Scuter,0.96,48
19.64,2.0,17.6,Duminică,Camion,0.26,34
3.03,1.0,18.41,Luni,Bicicletă,0.58,8
20.19,5.0,14.85,Marți,Dubiță,0.14,89
25.83,1.0,20.86,Duminică,Scuter,0.55,53
24.42,2.0,19.38,Miercuri,Bicicletă,0.21,120
19.45,4.0,19.66,Miercuri,Scuter,0.85,82
42.04,3.0,17.1,Sâmbătă,Camion,0.2,103
7.69,5.0,11.57,Vineri,Dubiță,0.56,40
25.53,2.0,7.53,Luni,Bicicletă,0.57,141
3.57,1.0,21.03,Marți,Bicicletă,0.97,9
4.02,3.0,15.79,Marți,Dubiță,0.69,12
28.91,3.0,11.47,Marți,Camion,0.36,61
28.52,3.0,9.24,Sâmbătă,Dubiță,0.32,61
43.96,3.0,19.44,Luni,Bicicletă,0.22,276
28.11,5.0,19.55,Duminică,Dubiță,0.78,132
48.01,5.0,19.22,Duminică,Camion,0.72,250
2.91,2.0,16.68,Sâmbătă,Camion,0.65,6
5.35,3.0,12.49,Marți,Scuter,0.14,7
2.68,3.0,11.56,Duminică,Dubiță,0.79,9
9.67,5.0,7.13,Joi,Dubiță,0.68,44
27.29,5.0,19.5,Joi,Bicicletă,0.97,386
32.46,2.0,8.31,Luni,Camion,0.63,58
2.76,4.0,16.46,Marți,Dubiță,0.37,16
47.33,3.0,14.56,Sâmbătă,Bicicletă,0.44,315
42.19,,14.9,Vineri,Scuter,0.26,92
15.18,1.0,20.9,Vineri,Dubiță,0.75,20
4.32,3.0,7.47,Vineri,Dubiță,0.74,5
8.91,3.0,18.6,Joi,Bicicletă,0.28,60
6.78,1.0,7.78,Sâmbătă,Bicicletă,0.24,30
6.6,4.0,7.57,Vineri,Camion,0.17,19
26.17,2.0,13.45,Marți,Camion,0.92,61
12.67,3.0,7.95,Marți,Camion,0.31,35
18.23,3.0,18.84,Vineri,Dubiță,0.41,40
49.48,2.0,14.94,Miercuri,Bicicletă,0.35,254
34.37,3.0,7.44,Vineri,Camion,0.47,85
47.47,2.0,7.61,Miercuri,Dubiță,0.74,91
7.56,3.0,16.19,Luni,Camion,0.88,16
19.42,2.0,19.09,Luni,Scuter,0.26,51
27.96,3.0,13.57,Marți,Dubiță,0.72,59
4.3,2.0,15.32,Sâmbătă,Camion,0.42,15
0.71,4.0,19.0,Joi,Camion,0.98,5
33.69,4.0,16.16,Sâmbătă,Scuter,0.37,141
32.27,2.0,10.37,Marți,Scuter,0.11,80
20.83,3.0,16.2,Marți,Camion,0.56,48
24.74,1.0,16.42,Sâmbătă,Camion,0.24,46
21.06,3.0,18.01,Joi,Bicicletă,0.14,138
1.69,2.0,16.31,Marți,Camion,0.73,7
17.1,3.0,21.54,Duminică,Camion,0.76,52
9.27,3.0,9.96,Duminică,Bicicletă,0.51,62
5.37,5.0,21.27,Joi,Bicicletă,0.71,77
47.86,3.0,15.08,Marți,Camion,0.58,126
30.17,3.0,17.08,Duminică,Bicicletă,0.67,205
36.57,3.0,8.49,Luni,Dubiță,0.64,83
16.11,5.0,12.71,Miercuri,Scuter,0.7,115
19.96,4.0,18.54,Marți,Dubiță,0.28,59
12.23,2.0,17.6,Miercuri,Scuter,0.34,28
5.3,4.0,7.6,Vineri,Scuter,0.5,12
9.36,3.0,15.2,Duminică,Camion,0.5,22
39.98,4.0,8.32,Marți,Scuter,0.8,175
34.04,4.0,21.94,Luni,Dubiță,0.43,94
27.57,,20.46,Joi,Camion,0.25,48
24.02,4.0,7.32,Luni,Bicicletă,0.33,202
46.16,2.0,19.88,Miercuri,Dubiță,0.29,82
4.1,2.0,20.79,Joi,Camion,0.76,14
14.39,2.0,12.3,Luni,Scuter,0.52,41
17.82,4.0,17.79,Luni,Dubiță,0.74,58
39.23,2.0,13.63,Luni,Scuter,0.47,106
49.63,1.0,16.83,Sâmbătă,Camion,0.9,75
12.41,4.0,12.1,Joi,Camion,0.99,45
43.78,,11.84,Luni,Bicicletă,0.7,231
41.62,2.0,13.37,Duminică,Bicicletă,0.88,237
11.62,2.0,9.18,Duminică,Dubiță,0.56,10
20.27,3.0,19.47,Luni,Bicicletă,0.94,144
20.78,3.0,12.23,Miercuri,Scuter,0.85,76
48.92,,13.0,Luni,Scuter,0.99,112
9.45,5.0,20.41,Duminică,Bicicletă,0.66,133
40.06,4.0,14.45,Luni,Bicicletă,0.8,374
17.04,3.0,15.16,Vineri,Bicicletă,0.59,116
36.68,3.0,21.35,Joi,Dubiță,0.33,82
21.29,3.0,20.3,Vineri,Dubiță,0.42,44
29.13,4.0,9.54,Sâmbătă,Scuter,0.9,138
41.71,2.0,14.1,Miercuri,Dubiță,0.15,69
40.31,2.0,21.57,Vineri,Dubiță,0.63,73
43.39,5.0,12.59,Sâmbătă,Camion,0.44,209
3.45,2.0,12.57,Marți,Scuter,0.45,5
34.76,3.0,9.93,Joi,Scuter,0.9,121
7.43,5.0,8.71,Luni,Bicicletă,0.87,103
21.08,,18.1,Vineri,Camion,0.64,68
27.66,3.0,18.55,Vineri,Bicicletă,0.35,182
20.44,4.0,21.54,Luni,Dubiță,0.53,54
26.22,1.0,18.6,Luni,Scuter,0.47,57
49.83,4.0,10.65,Miercuri,Dubiță,0.42,150
7.19,3.0,7.6,Vineri,Dubiță,0.19,19
33.94,4.0,21.78,Vineri,Camion,0.59,120
20.1,,12.11,Duminică,Camion,0.37,94
7.08,5.0,11.68,Marți,Scuter,0.69,52
8.36,5.0,20.59,Duminică,Scuter,0.39,49
47.49,3.0,15.78,Sâmbătă,Camion,0.49,116
44.04,3.0,10.22,Marți,Camion,0.15,101
45.4,,20.34,Duminică,Camion,0.99,119
49.58,4.0,21.9,Vineri,Camion,0.56,164
10.81,5.0,8.3,Marți,Scuter,0.12,64
18.09,2.0,19.93,Vineri,Scuter,0.59,44
33.63,5.0,12.86,Joi,Dubiță,0.88,162
24.45,4.0,14.86,Miercuri,Dubiță,0.8,75
21.21,5.0,20.72,Marți,Dubiță,0.73,98
18.21,5.0,21.6,Vineri,Scuter,0.23,115
29.89,2.0,10.93,Marți,Bicicletă,0.69,164
28.99,2.0,10.19,Sâmbătă,Dubiță,0.79,54
8.49,2.0,8.21,Miercuri,Bicicletă,0.62,44
23.85,2.0,15.43,Joi,Bicicletă,0.9,142
27.9,4.0,7.2,Luni,Bicicletă,0.35,243
28.73,4.0,13.18,Luni,Camion,0.32,92
10.9,5.0,8.1,Marți,Scuter,0.88,75
37.24,4.0,13.08,Vineri,Scuter,0.66,168
1.75,1.0,7.6,Sâmbătă,Dubiță,0.1,5
18.06,2.0,19.53,Miercuri,Dubiță,0.42,39
39.12,1.0,10.15,Joi,Scuter,0.87,85
28.41,3.0,11.92,Joi,Camion,0.12,69
13.43,3.0,20.05,Duminică,Scuter,0.1,47
34.9,1.0,18.19,Joi,Bicicletă,0.35,142
28.59,3.0,10.29,Luni,Scuter,0.92,101
39.91,2.0,8.08,Miercuri,Camion,0.91,80
36.88,4.0,17.74,Duminică,Scuter,0.57,166
30.7,3.0,12.86,Luni,Scuter,0.6,101
24.66,3.0,18.49,Marți,Scuter,0.4,79
7.09,3.0,13.68,Joi,Bicicletă,0.32,43
13.44,5.0,12.19,Miercuri,Dubiță,0.83,66
21.25,2.0,13.77,Joi,Camion,0.2,41
30.17,3.0,18.23,Luni,Bicicletă,0.54,202
25.93,4.0,20.53,Luni,Scuter,0.67,118
14.77,3.0,7.75,Luni,Scuter,0.19,49
0.82,5.0,14.86,Joi,Dubiță,0.57,5
25.06,3.0,7.49,Miercuri,Dubiță,0.62,65
14.64,,14.03,Miercuri,Dubiță,0.77,28
36.86,1.0,20.28,Marți,Bicicletă,0.31,148
1.69,4.0,12.42,Joi,Camion,0.36,5
29.45,2.0,20.99,Marți,Dubiță,0.61,42
47.1,2.0,16.46,Sâmbătă,Scuter,0.98,139
9.13,3.0,21.01,Marți,Camion,0.3,25
23.85,3.0,18.36,Marți,Scuter,0.99,92
5.03,1.0,8.55,Marți,Scuter,0.74,6
31.47,4.0,10.47,Luni,Camion,0.84,114
27.75,4.0,12.91,Sâmbătă,Bicicletă,0.18,230
20.66,2.0,9.55,Duminică,Camion,0.37,41
26.31,3.0,14.42,Marți,Dubiță,0.15,57
44.88,4.0,14.07,Miercuri,Camion,0.43,142
10.22,3.0,21.34,Marți,Dubiță,0.98,37
1.62,,13.51,Luni,Dubiță,0.19,10
43.15,3.0,18.78,Vineri,Camion,0.61,106
29.07,4.0,21.13,Duminică,Camion,0.11,84
44.59,5.0,20.15,Sâmbătă,Dubiță,0.74,204
30.05,4.0,10.13,Vineri,Scuter,0.28,128
40.6,1.0,14.44,Vineri,Camion,0.22,69
21.77,3.0,12.22,Sâmbătă,Bicicletă,0.4,135
37.62,5.0,13.0,Joi,Dubiță,0.79,176
45.7,1.0,12.41,Duminică,Scuter,0.2,87
28.82,,19.4,Duminică,Camion,0.31,140
9.45,5.0,13.78,Miercuri,Camion,0.11,43
13.81,1.0,14.86,Luni,Scuter,0.97,43
10.33,5.0,21.74,Sâmbătă,Bicicletă,0.63,132
12.72,3.0,7.9,Vineri,Dubiță,0.75,36
15.67,4.0,14.32,Luni,Camion,0.69,45
27.98,3.0,18.61,Luni,Bicicletă,0.23,169
29.61,3.0,9.27,Joi,Dubiță,0.64,58
21.61,4.0,16.17,Vineri,Bicicletă,0.22,182
30.96,4.0,10.59,Marți,Dubiță,0.46,84
4.54,1.0,20.01,Luni,Dubiță,0.61,5
4.85,3.0,11.91,Vineri,Bicicletă,0.6,34
9.01,2.0,11.94,Duminică,Dubiță,0.21,17
26.14,3.0,15.97,Luni,Camion,0.13,61
11.09,3.0,9.75,Joi,Camion,0.82,28
14.52,3.0,11.27,Joi,Bicicletă,0.75,109
20.32,3.0,13.25,Marți,Bicicletă,0.17,127
40.69,2.0,12.3,Joi,Dubiță,0.21,72
1.19,2.0,14.87,Vineri,Dubiță,0.9,5
32.64,1.0,15.99,Sâmbătă,Bicicletă,0.79,146
33.61,3.0,15.5,Joi,Scuter,1.0,124
40.03,5.0,16.81,Sâmbătă,Bicicletă,0.33,509
46.67,,11.62,Marți,Scuter,0.54,124
1.5,5.0,8.9,Duminică,Scuter,0.31,11
8.11,4.0,18.41,Miercuri,Bicicletă,0.66,64
44.37,4.0,19.76,Luni,Bicicletă,0.2,361
23.2,4.0,10.86,Luni,Bicicletă,0.21,198
28.45,4.0,13.11,Vineri,Scuter,0.16,114
33.32,2.0,14.48,Marți,Camion,0.72,66
34.11,3.0,15.0,Marți,Camion,0.54,86
46.62,,16.89,Marți,Bicicletă,0.66,420
49.85,,7.62,Luni,Bicicletă,0.89,354
36.15,4.0,17.82,Joi,Dubiță,0.77,111
14.72,1.0,7.93,Luni,Dubiță,0.52,23
44.05,4.0,14.02,Luni,Dubiță,0.99,137
2.94,3.0,19.42,Luni,Bicicletă,0.51,20
11.94,3.0,13.77,Duminică,Camion,0.2,33
44.92,3.0,9.24,Duminică,Camion,0.99,118
13.18,4.0,21.78,Joi,Bicicletă,0.12,113
11.42,5.0,20.34,Miercuri,Bicicletă,0.59,153
7.34,3.0,18.57,Vineri,Scuter,0.38,27
43.03,4.0,13.17,Miercuri,Scuter,0.55,192
25.25,3.0,9.76,Miercuri,Camion,0.6,63
33.91,2.0,21.12,Luni,Dubiță,0.32,59
12.33,1.0,14.99,Miercuri,Camion,0.6,27
38.02,1.0,19.79,Luni,Scuter,0.78,89
38.12,3.0,12.13,Luni,Camion,0.34,94
15.97,3.0,12.03,Vineri,Scuter,0.45,50
20.83,4.0,21.78,Marți,Scuter,0.34,97
10.88,4.0,14.83,Luni,Dubiță,0.84,37
48.84,,9.11,Duminică,Dubiță,0.75,75
32.46,2.0,10.3,Miercuri,Scuter,0.88,91
46.76,2.0,14.23,Vineri,Bicicletă,0.25,241
15.52,3.0,7.64,Sâmbătă,Dubiță,0.17,29
39.2,2.0,13.94,Sâmbătă,Scuter,0.21,89
38.41,2.0,13.28,Sâmbătă,Bicicletă,0.24,194
34.74,5.0,18.69,Miercuri,Bicicletă,0.58,471
48.3,4.0,12.32,Marți,Camion,0.97,181
19.98,2.0,21.74,Joi,Camion,0.42,38
6.97,3.0,9.71,Marți,Dubiță,0.96,17
33.75,3.0,15.86,Vineri,Bicicletă,0.13,210
36.6,4.0,8.35,Marți,Dubiță,0.93,114
28.97,3.0,18.01,Sâmbătă,Scuter,0.26,94
10.74,2.0,21.92,Marți,Dubiță,0.92,20
25.47,4.0,19.29,Vineri,Bicicletă,0.15,215
15.95,3.0,15.34,Vineri,Camion,0.95,46
21.66,2.0,14.27,Sâmbătă,Dubiță,0.28,41
32.44,3.0,19.53,Duminică,Camion,0.37,77
37.39,3.0,21.04,Miercuri,Dubiță,0.54,92
12.0,3.0,21.84,Luni,Scuter,0.44,42
20.56,,12.95,Joi,Bicicletă,0.7,114
13.82,3.0,21.86,Joi,Dubiță,0.98,29
10.33,1.0,9.34,Sâmbătă,Scuter,0.65,23
39.28,4.0,10.8,Duminică,Scuter,0.75,181
45.51,2.0,8.34,Joi,Scuter,0.18,109
18.83,1.0,11.08,Marți,Camion,0.67,31
37.69,4.0,18.52,Vineri,Camion,0.51,124
44.9,4.0,19.79,Duminică,Scuter,0.9,212
42.38,4.0,18.68,Vineri,Scuter,0.45,176
9.55,3.0,16.47,Sâmbătă,Dubiță,0.71,21
47.84,2.0,14.71,Vineri,Dubiță,0.31,79
19.15,4.0,17.63,Luni,Bicicletă,0.33,163
17.29,4.0,12.86,Vineri,Dubiță,0.44,55
3.59,2.0,19.62,Vineri,Bicicletă,0.37,29
24.57,5.0,17.16,Duminică,Bicicletă,0.33,318
5.9,2.0,17.47,Marți,Bicicletă,0.14,23
12.8,5.0,15.04,Miercuri,Camion,0.85,66
16.19,,20.28,Joi,Dubiță,0.16,70
40.54,4.0,10.78,Marți,Scuter,0.9,194
43.84,,12.72,Marți,Bicicletă,0.21,553
15.47,4.0,18.66,Marți,Scuter,0.16,63
43.01,2.0,14.39,Joi,Bicicletă,0.61,230
42.93,3.0,20.34,Sâmbătă,Dubiță,0.55,104
38.35,1.0,12.2,Marți,Bicicletă,0.54,170
7.76,3.0,12.54,Miercuri,Dubiță,0.62,12
34.67,4.0,20.33,Sâmbătă,Scuter,0.36,156
47.28,3.0,13.97,Vineri,Dubiță,0.7,100
34.29,3.0,14.74,Miercuri,Scuter,0.55,97
16.92,3.0,11.99,Duminică,Dubiță,0.4,40
25.28,5.0,11.15,Sâmbătă,Bicicletă,0.84,359
32.46,1.0,16.84,Vineri,Bicicletă,0.75,151
25.77,3.0,8.8,Vineri,Dubiță,0.45,50
6.44,2.0,20.19,Marți,Scuter,0.86,18
15.95,4.0,18.69,Marți,Scuter,0.93,74
40.22,2.0,9.86,Joi,Scuter,0.58,105
43.14,4.0,17.41,Luni,Dubiță,0.29,129
7.3,2.0,16.04,Miercuri,Dubiță,0.92,9
47.64,2.0,9.77,Joi,Dubiță,0.27,82
16.78,5.0,11.1,Joi,Dubiță,0.14,75
33.28,1.0,13.13,Miercuri,Scuter,0.39,74
37.72,3.0,17.49,Sâmbătă,Scuter,0.75,136
40.69,,16.58,Duminică,Camion,0.93,75
47.31,3.0,14.98,Miercuri,Dubiță,0.67,109
15.99,3.0,18.53,Vineri,Camion,0.96,45
43.0,3.0,18.37,Duminică,Dubiță,0.18,92
7.02,2.0,16.27,Luni,Camion,0.15,11
35.4,3.0,18.8,Sâmbătă,Scuter,0.64,113
37.23,4.0,12.01,Marți,Scuter,0.97,183
34.05,4.0,20.22,Luni,Camion,0.55,119
12.99,3.0,16.22,Luni,Bicicletă,0.15,82
43.72,3.0,19.34,Marți,Dubiță,0.3,90
8.86,2.0,15.19,Luni,Camion,0.32,9
3.15,,10.28,Sâmbătă,Camion,0.4,7
36.01,2.0,15.14,Sâmbătă,Bicicletă,0.14,171
24.04,2.0,12.57,Sâmbătă,Scuter,0.91,61
42.53,2.0,17.46,Joi,Camion,0.56,85
19.48,3.0,14.14,Joi,Scuter,0.7,63
8.83,3.0,19.54,Sâmbătă,Dubiță,0.16,20
41.9,5.0,17.17,Marți,Bicicletă,0.15,517
27.67,2.0,17.27,Marți,Scuter,0.63,72
9.87,4.0,10.26,Miercuri,Camion,0.9,26
36.16,4.0,21.76,Miercuri,Bicicletă,0.58,319
25.8,3.0,19.63,Sâmbătă,Bicicletă,0.89,178
30.41,2.0,18.84,Duminică,Bicicletă,0.83,164
23.31,2.0,11.95,Luni,Bicicletă,0.17,114
41.52,1.0,15.03,Luni,Bicicletă,0.28,170
41.56,3.0,9.06,Marți,Dubiță,0.69,94
35.61,4.0,15.08,Duminică,Dubiță,0.5,106
5.72,1.0,9.19,Luni,Bicicletă,0.36,20
42.02,2.0,15.3,Vineri,Camion,0.48,85
33.72,4.0,16.73,Joi,Camion,0.5,104
35.0,4.0,12.85,Luni,Dubiță,0.92,105
18.47,3.0,14.48,Luni,Scuter,0.19,57
44.02,4.0,20.13,Miercuri,Bicicletă,0.35,380
36.41,3.0,8.63,Vineri,Camion,0.58,96
6.07,2.0,18.88,Luni,Dubiță,0.73,19
20.69,3.0,9.56,Joi,Dubiță,0.67,45
44.38,3.0,7.55,Luni,Scuter,0.95,158
2.84,5.0,9.78,Marți,Scuter,0.82,15
48.09,1.0,18.48,Vineri,Camion,0.6,75
34.12,,13.08,Luni,Scuter,0.29,109
31.75,3.0,20.09,Duminică,Scuter,0.51,101
13.89,,14.87,Vineri,Bicicletă,0.72,102
12.82,1.0,7.33,Luni,Dubiță,0.85,13
47.13,3.0,17.75,Joi,Dubiță,0.96,115
15.26,4.0,8.65,Joi,Scuter,0.64,64
38.89,3.0,18.84,Vineri,Dubiță,0.57,83
19.96,3.0,9.52,Sâmbătă,Dubiță,0.12,44
7.39,2.0,12.18,Miercuri,Camion,0.16,10
1.03,2.0,18.42,Miercuri,Dubiță,0.24,5
27.44,3.0,21.31,Marți,Scuter,0.15,81
48.8,4.0,12.57,Sâmbătă,Camion,0.46,169
18.77,5.0,19.44,Miercuri,Dubiță,0.4,78
18.18,3.0,9.86,Vineri,Dubiță,0.67,41
17.53,3.0,19.11,Miercuri,Camion,0.58,43
26.27,4.0,16.86,Marți,Camion,0.64,90
22.31,3.0,9.89,Luni,Dubiță,0.52,46
44.06,3.0,11.54,Miercuri,Bicicletă,0.35,282
25.52,2.0,8.98,Vineri,Bicicletă,0.96,148
25.63,4.0,12.74,Vineri,Dubiță,0.18,66
7.35,3.0,10.05,Marți,Dubiță,0.95,23
49.15,4.0,16.66,Duminică,Camion,0.38,165
12.87,4.0,21.92,Marți,Camion,0.56,46
4.13,2.0,7.18,Duminică,Dubiță,0.2,7
33.33,4.0,15.11,Joi,Dubiță,0.16,77
29.97,4.0,15.6,Joi,Dubiță,0.49,90
21.05,3.0,20.71,Joi,Dubiță,0.77,47
21.4,2.0,14.59,Duminică,Bicicletă,0.34,108
39.36,1.0,15.16,Luni,Camion,0.61,57
10.19,3.0,14.07,Vineri,Scuter,0.35,35
41.1,3.0,11.03,Joi,Dubiță,0.45,82
32.61,3.0,7.84,Vineri,Dubiță,0.92,78
21.24,2.0,13.13,Marți,Dubiță,0.87,44
23.17,5.0,7.79,Luni,Scuter,0.56,152
13.2,2.0,15.26,Marți,Camion,0.31,31
37.73,2.0,11.61,Vineri,Camion,0.27,68
25.89,3.0,15.0,Sâmbătă,Dubiță,0.96,65
16.38,3.0,9.01,Duminică,Dubiță,0.28,28
30.0,2.0,20.99,Sâmbătă,Camion,0.83,68
49.79,2.0,20.42,Joi,Scuter,0.43,134
22.05,,9.85,Sâmbătă,Dubiță,0.99,45
46.07,4.0,12.15,Marți,Scuter,0.43,198
17.58,4.0,16.2,Duminică,Scuter,0.42,69
3.21,3.0,8.44,Sâmbătă,Camion,0.67,6
10.61,4.0,12.32,Miercuri,Dubiță,0.97,39
21.23,4.0,10.77,Luni,Bicicletă,0.98,204
11.37,2.0,20.73,Vineri,Camion,0.74,16
0.51,5.0,19.79,Duminică,Camion,0.78,5
45.79,4.0,15.7,Joi,Bicicletă,0.61,417
42.27,2.0,14.81,Marți,Dubiță,0.78,81
37.24,2.0,20.96,Luni,Scuter,0.87,99
8.81,2.0,20.99,Joi,Scuter,0.54,15
6.46,2.0,21.54,Marți,Scuter,0.66,14
3.85,4.0,8.88,Sâmbătă,Dubiță,0.58,5
36.34,3.0,9.41,Duminică,Camion,0.61,91
46.48,4.0,17.15,Vineri,Camion,0.9,177
21.81,4.0,15.12,Duminică,Camion,0.42,63
6.4,4.0,7.28,Miercuri,Camion,0.29,19
25.86,4.0,7.93,Miercuri,Camion,0.51,92
17.77,1.0,20.32,Duminică,Bicicletă,0.29,79
19.05,3.0,20.03,Sâmbătă,Scuter,0.55,63
31.26,,12.36,Vineri,Scuter,0.91,147
36.08,1.0,20.37,Luni,Dubiță,0.66,49
5.97,1.0,15.91,Vineri,Bicicletă,0.87,27
2.26,5.0,19.09,Sâmbătă,Camion,0.25,12
49.72,4.0,13.41,Marți,Camion,0.91,182
12.02,2.0,8.7,Duminică,Camion,0.64,21
3.16,4.0,13.51,Duminică,Bicicletă,0.13,25
9.9,4.0,13.86,Duminică,Dubiță,0.67,25
2.43,3.0,15.26,Duminică,Bicicletă,0.96,19
19.89,1.0,8.58,Luni,Dubiță,0.17,31
40.22,5.0,21.87,Miercuri,Scuter,0.62,274
17.39,3.0,10.66,Sâmbătă,Dubiță,0.92,35
22.49,2.0,9.98,Marți,Scuter,0.11,56
33.94,3.0,14.9,Sâmbătă,Dubiță,0.67,74
25.69,4.0,15.06,Joi,Scuter,0.53,119
43.14,2.0,13.6,Joi,Scuter,0.41,111
43.37,2.0,18.58,Joi,Camion,0.66,81
0.99,,14.75,Miercuri,Dubiță,0.15,5
39.01,5.0,16.15,Vineri,Camion,0.78,205
23.31,2.0,17.86,Luni,Scuter,0.1,58
49.45,3.0,7.38,Duminică,Camion,0.38,117
24.42,5.0,15.56,Miercuri,Bicicletă,0.55,322
49.35,2.0,20.26,Marți,Camion,0.44,92
